OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,REGULATED,CNTRL_AREA,PLAN_AREA,HOLDING_CO,SUMMR_PEAK,WINTR_PEAK,SUMMER_CAP,WINTER_CAP,NET_GEN,PURCHASED,NET_EX,RETAIL_MWH,WSALE_MWH,TOTAL_MWH,TRANS_MWH,CUSTOMERS,YEAR,Shape__Are,Shape__Len,IPM_Region,ID_2
"2609","8333",HAYWOOD ELECTRIC MEMBER CORP,NOT AVAILABLE,NOT AVAILABLE,NC,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION",https://www.electric.coop/information-hub-electric-co-ops-hurricane-florence/,2021/10/06,OTHER,2019/05/01,NOT AVAILABLE,NOT AVAILABLE,DUKE ENERGY CAROLINAS,PROGRESS ENERGY (CAROLINA POWER & LIGHT COMPANY),HAYWOOD ELECTRIC MEMBER CORP,61.000000000000000,87.000000000000000,-999999.000000000000000,-999999.000000000000000,"-999999","334333","0","299952","-999999","334333","0","27042","2020",0.206902117068012,4.517439940591320,S_C_TVA,"40"
"2631","8548",CITY OF HICKMAN,NOT AVAILABLE,NOT AVAILABLE,KY,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, https://www.tva.gov/file_source/TVA/Site%20Content/Energy/tva_lpc_map.pdf",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,NOT AVAILABLE,TENNESSEE VALLEY AUTHORITY,NOT AVAILABLE,CITY OF HICKMAN,4.000000000000000,3.000000000000000,-999999.000000000000000,-999999.000000000000000,"0","17451","0","16405","0","17451","0","1092","2020",0.001342628528846,0.609466832514715,S_C_TVA,"40"
"2637","8579",CITY OF HIGHLANDS - (NC),NOT AVAILABLE,NOT AVAILABLE,NC,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 861, TIGER/Line Shapefiles - U.S. Census",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,NOT AVAILABLE,DUKE ENERGY CAROLINAS,"DUKE ENERGY CAROLINAS, LLC",CITY OF HIGHLANDS - (NC),-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"42850","-999999","-999999","-999999","-999999","-999999","-999999","-999999","2020",0.260074260601414,2.808262210174630,S_C_TVA,"40"
"2653","8748",CITY OF HOLLY SPRINGS,NOT AVAILABLE,NOT AVAILABLE,MS,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, https://www.tva.gov/file_source/TVA/Site%20Content/Energy/tva_lpc_map.pdf",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,NOT AVAILABLE,TENNESSEE VALLEY AUTHORITY,NOT AVAILABLE,CITY OF HOLLY SPRINGS,52.000000000000000,45.000000000000000,-999999.000000000000000,-999999.000000000000000,"0","236611","0","214171","0","236611","0","11811","2020",0.144017200602775,2.460639290424850,S_C_TVA,"40"
"2656","8764","HOLSTON ELECTRIC COOP, INC",1200 WEST MAIN STREET,ROGERSVILLE,TN,"37857",(423) 272-8821,COOPERATIVE,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, https://www.tva.gov/file_source/TVA/Site%20Content/Energy/tva_lpc_map.pdf",2021/10/06,OTHER,2018/10/12,http://www.holstonelectric.com/,REGULATED,TENNESSEE VALLEY AUTHORITY,NOT AVAILABLE,"HOLSTON ELECTRIC COOP, INC",152.000000000000000,173.000000000000000,-999999.000000000000000,-999999.000000000000000,"0","803123","0","764768","0","803123","0","30887","2020",0.127848343744290,2.556521293005820,S_C_TVA,"40"
"2674","8846",CITY OF HOPKINSVILLE,NOT AVAILABLE,NOT AVAILABLE,KY,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, https://www.tva.gov/file_source/TVA/Site%20Content/Energy/tva_lpc_map.pdf",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,NOT AVAILABLE,TENNESSEE VALLEY AUTHORITY,NOT AVAILABLE,CITY OF HOPKINSVILLE,71.000000000000000,57.000000000000000,-999999.000000000000000,-999999.000000000000000,"0","315254","0","296775","0","315254","0","12990","2020",0.003521516899355,0.429703930335475,S_C_TVA,"40"
"2694","9023",CITY OF HUMBOLDT,NOT AVAILABLE,NOT AVAILABLE,TN,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, https://www.tva.gov/file_source/TVA/Site%20Content/Energy/tva_lpc_map.pdf",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,NOT AVAILABLE,TENNESSEE VALLEY AUTHORITY,NOT AVAILABLE,CITY OF HUMBOLDT,32.000000000000000,25.000000000000000,-999999.000000000000000,-999999.000000000000000,"0","146529","0","139378","0","146529","0","4411","2020",0.001656318444020,0.217341745872634,S_C_TVA,"40"
"2700","9094",CITY OF HUNTSVILLE - (AL),NOT AVAILABLE,NOT AVAILABLE,AL,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, https://www.tva.gov/file_source/TVA/Site%20Content/Energy/tva_lpc_map.pdf",2021/10/06,OTHER,2019/05/01,NOT AVAILABLE,REGULATED,TENNESSEE VALLEY AUTHORITY,NOT AVAILABLE,CITY OF HUNTSVILLE - (AL),1086.000000000000000,1095.000000000000000,-999999.000000000000000,-999999.000000000000000,"0","5207515","0","4920917","0","5207515","0","190013","2020",0.214420040625100,2.630622880013460,S_C_TVA,"40"
"2733","944",CITY OF ATHENS - (AL),NOT AVAILABLE,NOT AVAILABLE,AL,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, https://www.tva.gov/file_source/TVA/Site%20Content/Energy/tva_lpc_map.pdf",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,REGULATED,TENNESSEE VALLEY AUTHORITY,NOT AVAILABLE,CITY OF ATHENS - (AL),278.000000000000000,292.000000000000000,-999999.000000000000000,-999999.000000000000000,"0","1275038","0","1211084","0","1275038","0","50301","2020",0.155438938630823,1.704991373211240,S_C_TVA,"40"
"2736","947",ATHENS UTILITY BOARD,NOT AVAILABLE,NOT AVAILABLE,TN,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, https://www.tva.gov/file_source/TVA/Site%20Content/Energy/tva_lpc_map.pdf",2021/10/06,OTHER,2019/05/01,NOT AVAILABLE,REGULATED,TENNESSEE VALLEY AUTHORITY,NOT AVAILABLE,ATHENS UTILITY BOARD,116.000000000000000,110.000000000000000,-999999.000000000000000,-999999.000000000000000,"0","649065","0","628755","0","649065","0","13509","2020",0.020561417632052,1.281593884150880,S_C_TVA,"40"
"2748","9605",JACKSON PURCHASE ENERGY CORPORATION,NOT AVAILABLE,PADUCAH,KY,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, http://energy.ky.gov/generation/Documents/Electric_Service_Areas_Legal_Size_Map.pdf",2021/10/06,OTHER,2018/10/12,http://www.jpenergy.com/,REGULATED,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,JACKSON PURCHASE ENERGY CORPORATION,136.000000000000000,119.000000000000000,-999999.000000000000000,-999999.000000000000000,"-999999","605367","0","575139","-999999","605367","0","30199","2020",0.241549371974770,5.918559462427640,S_C_TVA,"40"
"2750","9612",CITY OF JACKSON - (TN),NOT AVAILABLE,NOT AVAILABLE,TN,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, https://www.tva.gov/file_source/TVA/Site%20Content/Energy/tva_lpc_map.pdf",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,REGULATED,TENNESSEE VALLEY AUTHORITY,NOT AVAILABLE,CITY OF JACKSON - (TN),340.000000000000000,224.000000000000000,-999999.000000000000000,-999999.000000000000000,"0","1642908","0","1601025","0","1642908","0","36482","2020",0.032292534147928,1.228482744766950,S_C_TVA,"40"
"2765","9697",CITY OF JELLICO,NOT AVAILABLE,NOT AVAILABLE,TN,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, https://www.tva.gov/file_source/TVA/Site%20Content/Energy/tva_lpc_map.pdf",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,NOT AVAILABLE,TENNESSEE VALLEY AUTHORITY,NOT AVAILABLE,CITY OF JELLICO,15.000000000000000,18.000000000000000,-999999.000000000000000,-999999.000000000000000,"0","72733","0","68616","0","72733","0","4495","2020",0.038309879625558,1.141215996122170,S_C_TVA,"40"
"2771","9739",JOE WHEELER ELEC MEMBER CORP,25700 ALABAMA HWY. 24,TRINITY,AL,"35673",(256) 552-2300,COOPERATIVE,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, https://www.tva.gov/file_source/TVA/Site%20Content/Energy/tva_lpc_map.pdf",2021/10/06,OTHER,2018/10/12,http://www.jwemc.coop/content/outage-map,REGULATED,TENNESSEE VALLEY AUTHORITY,NOT AVAILABLE,JOE WHEELER ELEC MEMBER CORP,292.000000000000000,302.000000000000000,-999999.000000000000000,-999999.000000000000000,"0","1624607","0","1562081","0","1624607","0","44003","2020",0.334225362929374,2.943335601942040,S_C_TVA,"40"
"2774","9777",JOHNSON CITY - (TN),NOT AVAILABLE,NOT AVAILABLE,TN,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, https://www.tva.gov/file_source/TVA/Site%20Content/Energy/tva_lpc_map.pdf",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,NOT AVAILABLE,TENNESSEE VALLEY AUTHORITY,NOT AVAILABLE,JOHNSON CITY - (TN),366.000000000000000,452.000000000000000,-999999.000000000000000,-999999.000000000000000,"0","1842450","0","1752930","0","1842450","0","79764","2020",0.094925153463919,1.780609738005420,S_C_TVA,"40"
"2787","9964",KENERGY CORP,NOT AVAILABLE,OWENSBORO,KY,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, http://energy.ky.gov/generation/Documents/Electric_Service_Areas_Legal_Size_Map.pdf",2021/10/06,OTHER,2018/10/12,http://www.kenergycorp.com/,REGULATED,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,KENERGY CORP,1105.000000000000000,1103.000000000000000,-999999.000000000000000,-999999.000000000000000,"-999999","8303489","0","8254577","-999999","8303489","0","58309","2020",0.767968675343809,15.377023728538900,S_C_TVA,"40"
"2870","2776",CAIRO PUBLIC UTILITY COMPANY,NOT AVAILABLE,NOT AVAILABLE,IL,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, Urban Areas - Cartographic Boundary Shapefiles - U.S. Census",2021/10/06,OTHER,2022/06/03,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,CAIRO PUBLIC UTILITY COMPANY,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"53863","-999999","-999999","-999999","-999999","-999999","-999999","-999999","2020",0.000508525278974,0.214056990401551,S_C_TVA,"40"
"2913","20382",CITY OF WEST MEMPHIS - (AR),205 SOUTH REDDING ST,WEST MEMPHIS,AR,"72301",NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, Urban Areas - Cartographic Boundary Shapefiles - U.S. Census",2021/10/06,OTHER,2022/06/03,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",CITY OF CONWAY,CITY OF WEST MEMPHIS - (AR),86.000000000000000,60.000000000000000,-999999.000000000000000,-999999.000000000000000,"285784","69331","0","358817","-999999","358817","0","11783","2020",0.128243104629291,6.697419689371600,S_C_TVA,"40"
"2918","2409",BROWNSVILLE PUBLIC UTILITIES BOARD,P.O. BOX 3270,BROWNSVILLE,TX,"78523",(956) 983-6100,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, Urban Areas - Cartographic Boundary Shapefiles - U.S. Census",2021/10/06,OTHER,2022/06/03,http://www.brownsville-pub.com/,REGULATED,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.",ERCOT,BROWNSVILLE PUBLIC UTILITIES BOARD,282.000000000000000,185.000000000000000,112.000000000000000,125.000000000000000,"872338","1067676","0","1208187","634187","1940014","0","52148","2020",0.001460124209189,0.346574570958650,S_C_TVA,"40"
"22","10152",CITY OF KENNETT - (MO),303 S. ANTHONY STREET,KENNETT,MO,"63857",NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, Urban Areas - Cartographic Boundary Shapefiles - U.S. Census",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,NOT AVAILABLE,SOUTHWEST POWER POOL,SOUTHWEST POWER POOL (SPP),CITY OF KENNETT - (MO),-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"111178","-999999","-999999","-999999","-999999","-999999","-999999","-999999","2020",0.001531797383905,0.381344153009775,S_D_AECI,"41"
"25","10171",KENTUCKY UTILITIES CO,ONE QUALITY STREET,LEXINGTON,KY,"40507",(800) 981-0600,INVESTOR OWNED,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, http://energy.ky.gov/generation/Documents/Electric_Service_Areas_Legal_Size_Map.pdf",2021/10/06,OTHER,2018/10/12,https://lge-ku.com/,REGULATED,LOUISVILLE GAS AND ELECTRIC COMPANY AND KENTUCKY UTILITIES,LOUISVILLE GAS & ELECTRIC AND KENTUCKY UTILITIES,PPL CORPORATION,3567.000000000000000,3639.000000000000000,3302.500000000000000,3407.500000000000000,"18311838","1274571","435269","17465718","1425929","20021678","0","560922","2020",1.130176096138480,78.512742411598694,S_D_AECI,"41"
"70","10538",CITY OF LA PLATA - (MO),101 SOUTH GEX,LA PLATA,MO,"63549",NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,NOT AVAILABLE,SOUTHWEST POWER POOL,NOT AVAILABLE,CITY OF LA PLATA - (MO),-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"8714","-999999","-999999","-999999","-999999","-999999","-999999","750","2020",0.221403563447211,1.980759785950780,S_D_AECI,"41"
"86","10603","LACLEDE ELECTRIC COOP, INC",NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census,http://www.amec.org/content/our-co-ops",2021/10/06,OTHER,2019/05/01,NOT AVAILABLE,REGULATED,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,"LACLEDE ELECTRIC COOP, INC",133.000000000000000,196.000000000000000,-999999.000000000000000,-999999.000000000000000,"-999999","665204","0","631731","-999999","665204","0","37531","2020",0.466534419442269,4.000479846868130,S_D_AECI,"41"
"106","10650",CITY OF LAMONI - (IA),111 S CHESTNUT STREET,LAMONI,IA,"50140",(641) 784-6911,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2021/10/06,OTHER,2018/10/12,http://www.lamoni-iowa.com/utilities/,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,CITY OF LAMONI - (IA),-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"20712","-999999","-999999","-999999","-999999","-999999","-999999","-999999","2020",0.147328421498969,1.558702693901030,S_D_AECI,"41"
"122","10767",CITY OF LINNEUS - (MO),NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,CITY OF LINNEUS - (MO),-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"1870","-999999","-999999","-999999","-999999","-999999","-999999","152","2020",0.169423613203435,1.692395506822560,S_D_AECI,"41"
"145","10908",CITY OF LENOX - (IA),205 S MAIN ST,LENOX,IA,"50851",(641) 333-2550,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2021/10/06,OTHER,2018/10/12,http://www.lenoxutilities.com/,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,CITY OF LENOX - (IA),-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"15530","-999999","-999999","-999999","-999999","-999999","-999999","739","2020",0.147593117350425,1.571042237029450,S_D_AECI,"41"
"151","10962",LEWIS COUNTY RURAL E C A,NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, http://www.amec.org/content/our-co-ops",2021/10/06,OTHER,2021/04/29,https://www.lewiscountyrec.org/,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,LEWIS COUNTY RURAL E C A,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"114029","-999999","-999999","-999999","-999999","-999999","-999999","-999999","2020",0.420619393866218,3.247520111745000,S_D_AECI,"41"
"236","11460",CITY OF MACON - (MO),106 W. BOURKE ST.,MACON,MO,"63552",NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 860, EIA 861, Urban Areas - Cartographic Boundary Shapefiles - U.S. Census",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,CITY OF MACON - (MO),-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"80550","-999999","-999999","-999999","-999999","-999999","-999999","-999999","2020",0.000816284423081,0.245584215019761,S_D_AECI,"41"
"237","11463",MACON ELECTRIC COOP,NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census",2021/10/06,OTHER,2019/05/01,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,MACON ELECTRIC COOP,45.000000000000000,52.000000000000000,-999999.000000000000000,-999999.000000000000000,"-999999","251924","0","239510","-999999","251924","0","11374","2020",0.625566939548207,3.629402015165890,S_D_AECI,"41"
"251","11540",CITY OF MALDEN - (MO),405 SOUTH BECKWITH,MALDEN,MO,"63863",NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 860, EIA 861, Urban Areas - Cartographic Boundary Shapefiles - U.S. Census",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,NOT AVAILABLE,SOUTHWEST POWER POOL,NOT AVAILABLE,CITY OF MALDEN - (MO),-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"47221","-999999","-999999","-999999","-999999","-999999","-999999","-999999","2020",0.000814169563228,0.332497296373030,S_D_AECI,"41"
"259","11585",CITY OF MANSFIELD - (MO),NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,CITY OF MANSFIELD - (MO),-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"20917","-999999","-999999","-999999","-999999","-999999","-999999","643","2020",0.179749496001023,1.718028649617200,S_D_AECI,"41"
"268","11626",CITY OF MARCELINE - (MO),116 NORTH MAIN ST USA,MARCELINE,MO,"64658",NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,CITY OF MARCELINE - (MO),-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"27464","-999999","-999999","-999999","-999999","-999999","-999999","-999999","2020",0.169423613203435,1.692395506822560,S_D_AECI,"41"
"311","1205",CITY OF BARDWELL - (KY),NOT AVAILABLE,NOT AVAILABLE,KY,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, http://energy.ky.gov/generation/Documents/Electric_Service_Areas_Legal_Size_Map.pdf",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,NOT AVAILABLE,LOUISVILLE GAS AND ELECTRIC COMPANY AND KENTUCKY UTILITIES,NOT AVAILABLE,CITY OF BARDWELL - (KY),-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"7586","-999999","-999999","-999999","-999999","-999999","-999999","502","2020",0.052078994749763,1.265714606249500,S_D_AECI,"41"
"333","12292",CITY OF MEADVILLE - (MO),NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,CITY OF MEADVILLE - (MO),-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"2537","-999999","-999999","-999999","-999999","-999999","-999999","240","2020",0.169423613203435,1.692395506822560,S_D_AECI,"41"
"346","12341",MIDAMERICAN ENERGY CO,666 GRAND AVENUE,DES MOINES,IA,"50303",(888) 427-5632,INVESTOR OWNED,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census, https://www.midamericanenergy.com/bcd/include/pdf/service_territory_map.pdf",2021/10/06,OTHER,2019/05/01,http://www.midamericanenergy.com/,REGULATED,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",MISO,BERKSHIRE HATHAWAY ENERGY,5035.000000000000000,4116.000000000000000,11691.899999999999636,11924.899999999999636,"32487414","5979388","0","26523317","11218586","38466802","0","795352","2020",7.646895820804730,32.270455492495302,S_D_AECI,"41"
"371","12531",CITY OF MILAN - (MO),NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,NOT AVAILABLE,SOUTHWEST POWER POOL,NOT AVAILABLE,CITY OF MILAN - (MO),-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"28707","-999999","-999999","-999999","-999999","-999999","-999999","962","2020",0.178518055599625,1.721836419746620,S_D_AECI,"41"
"391","12681",MISSISSIPPI COUNTY ELECTRIC CO,NOT AVAILABLE,BLYTHEVILLE,AR,NOT AVAILABLE,(870) 763-4563,COOPERATIVE,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census",2021/10/06,OTHER,2020/05/15,http://www.mceci.com/,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,MISSISSIPPI COUNTY ELECTRIC CO,524.000000000000000,561.000000000000000,-999999.000000000000000,-999999.000000000000000,"-999999","3255838","0","3104601","142289","3255838","0","4838","2020",0.238955826396705,2.954945774392680,S_D_AECI,"41"
"395","12698",EVERGY MISSOURI WEST,NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,INVESTOR OWNED,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, http://outagemap.kcpl.com/external/default.html",2021/10/06,OTHER,2021/04/30,NOT AVAILABLE,NOT AVAILABLE,SOUTHWEST POWER POOL,SOUTHWEST POWER POOL (SPP),GREAT PLAINS ENERGY,1838.000000000000000,1571.000000000000000,-999999.000000000000000,-999999.000000000000000,"2007658","7148423","0","7979927","1053462","9156081","0","331947","2020",4.337384343288251,19.972048869436399,S_D_AECI,"41"
